toi,st_pmra,st_pmraerr1,st_pmraerr2,st_pmdec,st_pmdecerr1,st_pmdecerr2,pl_tranmid,pl_orbper,pl_trandurh,pl_trandurherr1,pl_trandurherr2,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_rade,pl_insol,pl_eqt,st_tmag,st_tmagerr1,st_tmagerr2,st_dist,st_disterr1,st_disterr2,st_teff,st_tefferr1,st_tefferr2,st_logg,st_rad,disposition_category
92,2.177,0.031,-0.031,-1.418,0.027,-0.027,2459821.923,17.2182695,7.888,1.174,-1.174,4810.0,488.633,-488.633,8.64247,236.125,1092.0,13.4177,0.017,-0.017,932.309,14.3535,-14.3535,6330.0,122.0,-122.0,4.31,1.29,FALSE_POSITIVE
93,31.804,0.036,-0.036,-1.677,0.035,-0.035,2459356.608,17.1019622,3.357,0.097,-0.097,11430.0,1.92099,-1.92099,10.1067,20.0982,589.0,11.584,0.006,-0.006,231.782,1.1035,-1.1035,5302.3,5297.2,-5297.2,4.4,0.93,CONFIRMED
94,-50.359,0.039,-0.039,-6.874,0.04,-0.04,2459344.462,13.9028391,2.1264429,0.4109736,-0.4109736,647.2701039,70.93129,-70.93129,2.6136848,77.4841883,756.6987586,8.7215,0.006,-0.006,79.5561,0.14855,-0.14855,5876.0,124.0,-124.0,4.48,0.983215,CONFIRMED
95,-15.968,0.073,-0.073,-9.524,0.048,-0.048,2460247.82,10.1367283,5.341,0.689,-0.689,1059.0,40.9179,-40.9179,5.44119,992.258,1563.0,11.6718,0.008,-0.008,518.625,11.2775,-11.2775,6283.0,128.818,-128.818,4.17177,1.51,CONFIRMED
96,-13.675,0.059,-0.059,-2.364,0.066,-0.066,2458599.57,1.41144,2.509,0.51,-0.51,414.379,1.30711,-1.30711,9.49438,20094.8,3316.0,8.4215,0.006,-0.006,362.573,5.743,-5.743,9208.0,149.4,-149.4,3.85,1.24,FALSE_POSITIVE
97,224.864,0.062,-0.062,-186.625,0.057,-0.057,2460140.221,6.441006,1.812,0.505,-0.505,914.0,46.8059,-46.8059,2.56374,87.8902,853.0,7.3661,0.006,-0.006,23.606,0.0179,-0.0179,4867.0,179.0,-179.0,4.438,0.8,CONFIRMED
98,22.558,0.117,-0.117,-37.906,0.06,-0.06,2458440.22,8.2000875,2.4601181,0.3954948,-0.3954948,1079.592727,100.98737,-100.98737,2.7997542,58.2025038,704.4580992,11.2867,0.006,-0.006,141.731,0.8685,-0.8685,4865.6,101.5,-101.5,4.54,0.793476,CONFIRMED
99,-141.096,0.031,-0.031,395.502,0.036,-0.036,2458958.258,7.4355709,2.3450321,0.2092936,-0.2092936,1310.680316,65.53177,-65.53177,2.2761564,26.0757607,576.3403106,8.962,0.006,-0.006,27.9956,0.02135,-0.02135,4218.9,162.8,-162.8,4.67,0.622512,CONFIRMED
100,-14.003,0.096,-0.096,194.934,0.092,-0.092,2458798.448,165.0031583,5.0545903,0.490563,-0.490563,2976.549044,415.37665,-415.37665,4.5170453,1.8560976,297.6939099,9.863,0.043,-0.043,273.2615,0.288849,-0.288849,5780.0,131.1,-131.1,4.56973,0.699973,FALSE_POSITIVE
101,-213.45,2.0,-2.0,-576.64,2.0,-2.0,2458683.947,1.0332441,3.8017836,0.3347664,-0.3347664,26111.5082,1959.5728,-1959.5728,4.087988,16.7778791,516.1833775,13.5608,0.008,-0.008,273.2615,2.5675,-2.5675,2972.0,157.0,-157.0,5.15741,0.156193,FALSE_POSITIVE
102,-63.053,0.074,-0.074,114.601,0.093,-0.093,2458684.502,2.14056,2.029,0.369,-0.369,355.8315803,34.70787,-34.70787,1.83828,316.156,1174.0,10.6666,0.006,-0.006,101.713,0.5015,-0.5015,4567.0,143.3,-143.3,4.39,0.84,FALSE_POSITIVE
103,-2.799,2.2,-2.2,-37.636,2.02,-2.02,2458747.01,12.80758,3.596,0.083,-0.083,27112.7,6.97744,-6.97744,11.4222,28.4034,643.0,10.0526,0.006,-0.006,72.6157,7.92175,-7.92175,5094.4,106.1,-106.1,4.34,0.63,FALSE_POSITIVE
104,-18.788,0.104,-0.104,4.415,0.066,-0.066,2459554.042,7.9177855,3.150639,0.2048281,-0.2048281,6150.398431,254.82172,-254.82172,6.5930786,88.706626,782.7242061,12.3049,0.007,-0.007,289.827,5.5745,-5.5745,5322.0,104.314,-104.314,4.5528,0.840476,CONFIRMED
105,-6.482,0.044,-0.044,-20.855,0.043,-0.043,2459767.927,3.5539283,3.6341388,0.0250661,-0.0250661,9368.38877,55.471012,-55.471012,21.2028076,2276.295019,1761.679443,11.1116,0.006,-0.006,515.98,6.935,-6.935,6184.0,138.383,-138.383,3.9042,2.0085199,CONFIRMED
106,-117.859,0.129,-0.129,-95.29,0.116,-0.116,2459116.013,0.782765,1.2621481,0.3462222,-0.3462222,519.1912192,52.78806,-52.78806,1.7472713,651.9082071,1288.743126,10.4238,0.006,-0.006,59.5362,0.2865,-0.2865,4099.0,122.6,-122.6,4.52,0.727642,CONFIRMED
107,-0.71,0.052,-0.052,-14.516,0.049,-0.049,2458327.053,3.372877,2.63426,0.043644,-0.043644,17163.60419,212.40587,-212.40587,14.201803,615.165921,1270.187448,12.1893,0.006,-0.006,448.637,7.508,-7.508,6050.0,131.1,-131.1,4.45061,1.02,CONFIRMED
108,1.9,2.7,-2.7,-7.2,2.7,-2.7,2458981.242,1.0960111,3.167,0.235,-0.235,2150.0,94.9153,-94.9153,9.05714,14474.6,1275.5980574999999,10.1914,0.006,-0.006,294.851,2.5675,-2.5675,6083.0,116.7,-116.7,4.34,1.58,FALSE_POSITIVE
109,10.865,0.04,-0.04,17.52,0.049,-0.049,2459399.639,31.5786847,2.1295055,0.479414,-0.479414,2119.325668,132.26393,-132.26393,4.8743389,27.0094647,581.4317504,10.6114,0.006,-0.006,185.875,0.831,-0.831,5696.0,99.3593,-99.3593,4.40025,1.05178,CONFIRMED
110,69.923,0.055,-0.055,160.881,0.055,-0.055,2459662.336,2.0439268,1.008937,0.1464526,-0.1464526,465.1929875,23.395939,-23.395939,1.0924808,44.9492524,660.3898166,10.0306,0.007,-0.007,22.4467,0.01315,-0.01315,3407.0,157.0,-157.0,4.7606,0.473603,CONFIRMED
111,-1.527,0.064,-0.064,-6.598,0.05,-0.05,2459606.85,3.566276,4.197,0.105,-0.105,3870.0,0.317992,-0.317992,20.2251,1949.16,1851.0,9.9841,0.006,-0.006,574.264,13.792,-13.792,6831.4,98.6,-98.6,3.61,3.17,FALSE_POSITIVE
112,-6.104,0.038,-0.038,-9.017,0.043,-0.043,2459245.632,4.0397189,3.655,0.061,-0.061,15110.0,0.895903,-0.895903,14.2282,876.846,1515.0,11.3944,0.006,-0.006,312.674,2.249,-2.249,5758.5,127.9,-127.9,4.27,1.14,CONFIRMED
113,2.67,0.134,-0.134,-5.024,0.162,-0.162,2459233.317,4.5768651,3.5592795,0.1493002,-0.1493002,10869.49031,517.9199,-517.9199,19.1571223,1547.101386,1599.555979,12.3213,0.01,-0.01,878.521,73.855,-73.855,6687.0,136.3,-136.3,4.09,1.78295,CONFIRMED
114,-45.874,0.058,-0.058,-10.766,0.035,-0.035,2459661.05,3.7130701,1.654,0.046,-0.046,19610.0,3.30322,-3.30322,11.7215,55.9743,762.0,11.1237,0.006,-0.006,128.23,0.7075,-0.7075,4719.0,120.376,-120.376,4.49738,0.81,CONFIRMED
115,-13.762,0.036,-0.036,19.567,0.044,-0.044,2459199.447,1.9784257,2.106,0.367,-0.367,720.0,1.47316,-1.47316,2.02143,600.02,1378.0,10.5094,0.006,-0.006,103.69,0.3405,-0.3405,5059.0,122.9,-122.9,4.61,0.75,FALSE_POSITIVE
116,-1.416,0.053,-0.053,-2.85,0.053,-0.053,2460361.735,10.7004569,1.281,0.273,-0.273,2409.0,165.678,-165.678,13.1568,51.9069,747.0,9.41809,0.006,-0.006,339.255,4.3475,-4.3475,6906.0,145.4,-145.4,3.84,2.44,FALSE_POSITIVE
117,-7.127,0.042,-0.042,-4.654,0.044,-0.044,2459331.491,0.8062768,1.963,0.229,-0.229,660.0,0.820279,-0.820279,9.05313,18112.6,3231.0,9.9747,0.006,-0.006,668.389,12.815,-12.815,7311.1,113.6,-113.6,4.16,3.37,FALSE_POSITIVE
118,18.147,0.083,-0.083,-24.997,0.076,-0.076,2458792.504,6.15952,3.834,0.887,-0.887,1230.0,5.42282,-5.42282,3.90515,487.519,1309.0,10.4375,0.006,-0.006,208.771,3.0245,-3.0245,6175.9,111.3,-111.3,4.44,1.09,FALSE_POSITIVE
119,-35.412,0.104,-0.104,24.084,0.128,-0.128,2458544.791,0.62627,0.666,0.169,-0.169,1880.0,68.5212,-68.5212,5.72162,3235.57,2101.0,10.2355,0.006,-0.006,134.926,1.0555,-1.0555,5622.0,131.2,-131.2,4.5,0.93,FALSE_POSITIVE
120,18.596,0.094,-0.094,1.104,0.09,-0.09,2459883.106,0.783879,1.4870966,0.3413388,-0.3413388,274.5156373,38.414635,-38.414635,9.6813253,6087.06825,2252.795616,9.7828,0.007,-0.007,493.702,14.842,-14.842,4975.0,122.0,-122.0,4.34,5.3874698,FALSE_POSITIVE
121,247.615,0.076,-0.076,-69.801,0.062,-0.062,2460206.061,0.7920646,0.466,0.108,-0.108,1464.0,4471.23,-4471.23,12.9674,1013.69,1571.0,9.1031,0.006,-0.006,80.4373,0.3162,-0.3162,5422.0,185.0,-185.0,4.42223,0.98,CONFIRMED
122,23.305,0.096,-0.096,-7.093,0.086,-0.086,2458413.143,2.9036816,5.0469369,0.032279,-0.032279,4642.274915,27.956842,-27.956842,14.913823,3384.609688,1945.346186,10.1638,0.007,-0.007,362.715,6.8525,-6.8525,6059.0,131.1,-131.1,3.92334,2.14325,CONFIRMED
123,8.962,0.04,-0.04,-5.41,0.042,-0.042,2459855.873,4.4571444,6.1089711,0.0875738,-0.0875738,7175.680189,103.28215,-103.28215,18.031156,1747.415066,1648.992835,10.9726,0.006,-0.006,464.469,6.449,-6.449,6074.0,125.384,-125.384,3.85122,2.09465,CONFIRMED
124,0.606,0.065,-0.065,-8.007,0.055,-0.055,2459198.81,2.3767548,3.225,0.158,-0.158,7940.0,2.82889,-2.82889,23.4044,2690.9,2006.0,10.6749,0.008,-0.008,632.183,19.301,-19.301,6931.0,126.2,-126.2,3.8,2.57,FALSE_POSITIVE
125,0.908,0.033,-0.033,-37.02,0.045,-0.045,2459604.715,2.2019606,4.326,0.856,-0.856,960.0,5.33176,-5.33176,3.97533,4911.26,2332.0,12.4091,0.009,-0.009,645.718,12.776,-12.776,6269.0,130.6,-130.6,4.26,1.35,FALSE_POSITIVE
126,107.847,0.045,-0.045,30.732,0.042,-0.042,2460177.2,4.1150576,1.08,0.323,-0.323,487.0,50.8548,-50.8548,2.30057,77.3573,826.0,9.478,0.006,-0.006,82.1733,0.1632,-0.1632,5394.0,185.0,-185.0,4.50942,0.89,CONFIRMED
127,-35.687,0.046,-0.046,50.45,0.064,-0.064,2459195.308,16.067522,2.6182382,0.0697976,-0.0697976,2929.650147,47.487232,-47.487232,4.7909617,36.1060604,625.1939631,9.2711,0.006,-0.006,74.7969,0.2035,-0.2035,5718.0,189.0,-189.0,4.35658,0.860124,CONFIRMED
128,-15.976,0.072,-0.072,0.505,0.066,-0.066,2459354.694,5.4774433,5.277,0.039,-0.039,9010.0,0.165807,-0.165807,20.3433,1506.5,1735.0,10.7316,0.006,-0.006,538.11,14.866,-14.866,6942.0,195.8,-195.8,3.94,2.09,CONFIRMED
129,-4.925,0.042,-0.042,1.018,0.027,-0.027,2459252.322,1.0435229,1.476,0.165,-0.165,4970.0,4.49265,-4.49265,9.09391,2148.73,1896.0,12.6825,0.007,-0.007,656.326,10.5245,-10.5245,6259.0,129.6,-129.6,4.34,1.23,FALSE_POSITIVE
130,20.314,0.038,-0.038,-77.04,0.049,-0.049,2458620.317,25.0571312,7.5424225,0.4529238,-0.4529238,533.486013,30.72904,-30.72904,3.2396838,53.1389289,688.6094029,9.6245,0.006,-0.006,143.138,0.4455,-0.4455,5696.0,188.0,-188.0,4.26563,1.15281,CONFIRMED
131,-41.143,0.04,-0.04,-43.143,0.036,-0.036,2458697.414,16.1455898,4.5431711,0.6499666,-0.6499666,919.5336262,161.5487,-161.5487,3.563467,19.5319797,536.1746979,10.8515,0.006,-0.006,107.796,0.2195,-0.2195,4816.0,105.098,-105.098,4.59996,0.732995,CONFIRMED
132,-88.814,0.053,-0.053,-7.645,0.052,-0.052,2458843.028,0.6850808,1.0565887,0.5722773,-0.5722773,2675.717666,338.96216,-338.96216,1.9806358,170.8295335,922.0627729,12.507,0.008,-0.008,58.3171,0.1227,-0.1227,3541.0,157.0,-157.0,4.8452,0.380019,FALSE_POSITIVE
133,-19.913,0.032,-0.032,9.882,0.046,-0.046,2458978.134,6.6080989,3.928,0.183,-0.183,6740.0,1.16844,-1.16844,12.1125,298.497,1157.0,11.8136,0.007,-0.007,516.087,5.8525,-5.8525,5993.0,102.9,-102.9,4.12,1.5,CONFIRMED
134,-199.576,0.076,-0.076,-27.911,0.07,-0.07,2459355.705,3.8167262,1.602,0.128,-0.128,580.0,0.490274,-0.490274,1.69257,40.9119,763.9863872,8.6486,0.006,-0.006,27.5024,0.02935,-0.02935,4476.0,175.0,-175.0,4.58156,0.69,CONFIRMED
135,-13.363,0.068,-0.068,-0.539,0.058,-0.058,2459356.523,6.1836286,2.573,0.153,-0.153,9990.0,5.52842,-5.52842,13.3233,195.93,1042.0,12.123,0.008,-0.008,520.156,12.2555,-12.2555,6504.0,127.9,-127.9,4.34,1.29,FALSE_POSITIVE
136,-5.206,0.037,-0.037,2.36,0.038,-0.038,2459279.471,0.6691882,1.347,0.278,-0.278,2850.0,7.76507,-7.76507,9.96751,7244.35,2570.0,12.5772,0.006,-0.006,994.33,27.6765,-27.6765,6623.0,123.1,-123.1,4.09,1.76,FALSE_POSITIVE
137,47.935,0.073,-0.073,107.175,0.103,-0.103,2460039.193,17.4682298,3.491,0.414,-0.414,926.0,47.0122,-47.0122,2.17884,24.3644,618.0,9.0498,0.006,-0.006,60.3418,0.201,-0.201,5499.0,186.0,-186.0,4.39962,0.76,CONFIRMED
138,-34.716,0.036,-0.036,-109.526,0.047,-0.047,2458327.923,7.00776,2.68,0.824,-0.824,3666.99,18.0,-18.0,8.1288,302.511,1161.0,11.3569,0.006,-0.006,376.849,4.5095,-4.5095,6347.0,102.6,-102.6,4.23,1.22,FALSE_POSITIVE
139,317.585,0.121,-0.121,-596.617,0.085,-0.085,2459141.1,3.7779418,1.4759325,0.0951538,-0.0951538,3469.450739,430.44,-430.44,1.5659937,5.7174182,394.3844097,11.2991,0.007,-0.007,14.9861,0.01525,-0.01525,3131.0,131.1,-131.1,5.05701,0.215535,CONFIRMED
140,-3.369,0.026,-0.026,2.549,0.029,-0.029,2459202.043,3.1413825,4.4361226,0.2750078,-0.2750078,5433.034873,263.77017,-263.77017,13.070864,2278.98417,1762.199512,13.6373,0.006,-0.006,1477.98,35.75,-35.75,6534.0,122.0,-122.0,4.09026,1.73409,CONFIRMED
141,-35.041,0.088,-0.088,-13.655,0.082,-0.082,2458792.465,0.73772,1.057,0.158,-0.158,980.0,2.19839,-2.19839,4.68288,1958.84,1853.0,10.1342,0.01,-0.01,226.234,3.595,-3.595,6001.0,133.4,-133.4,4.14,1.49,FALSE_POSITIVE
142,-130.485,0.038,-0.038,60.603,0.034,-0.034,2459659.674,9.6141636,3.4271882,0.1871103,-0.1871103,933.6532689,57.701954,-57.701954,3.2264735,74.7359105,749.8978043,9.99454,0.006,-0.006,107.055,0.285,-0.285,5477.0,120.112,-120.112,4.5707,0.840608,CONFIRMED
143,-6.192,0.064,-0.064,-4.954,0.062,-0.062,2459797.7,3.8993831,5.1857347,0.121649,-0.121649,6492.484332,205.08029,-205.08029,15.2636582,1703.241255,1638.471123,11.5352,0.009,-0.009,568.42,11.694,-11.694,6152.0,134.099,-134.099,3.96619,1.86222,CONFIRMED
144,33.492,0.043,-0.043,11.933,0.062,-0.062,2459139.297,4.83266,2.308,0.404,-0.404,830.0,1.86781,-1.86781,4.9031,161.807,993.0,10.2589,0.006,-0.006,257.337,2.2535,-2.2535,5485.4,120.4,-120.4,3.9,1.83,FALSE_POSITIVE
145,1.966,0.03,-0.03,1.287,0.026,-0.026,2460609.807,3.1239462,2.102,0.576,-0.576,5224.0,492.505,-492.505,18.1791,545.644,1346.0,13.222,0.009,-0.009,1402.62,42.06,-42.06,6159.0,122.0,-122.0,3.75,2.4,FALSE_POSITIVE
146,-4.248,0.027,-0.027,-3.627,0.028,-0.028,2459394.54,4.2253498,2.7695297,0.1687164,-0.1687164,7240.815237,299.4049,-299.4049,8.8893197,342.3014046,1097.038628,13.4584,0.007,-0.007,630.785,6.368,-6.368,5501.0,122.0,-122.0,4.39363,1.03122,CONFIRMED
147,11.808,0.045,-0.045,28.759,0.045,-0.045,2460661.182,4.4247042,1.318,0.108,-0.108,2447.0,193.139,-193.139,8.3621,465.179,1293.0,8.82374,0.006,-0.006,139.484,0.4175,-0.4175,6594.0,709.2,-709.2,4.23,1.49,CONFIRMED
148,2.083,0.053,-0.053,3.856,0.047,-0.047,2459422.142,4.3724063,1.4148388,0.2811392,-0.2811392,1642.195033,281.2538,-281.2538,10.7278887,2515.017554,1806.154946,11.7056,0.01,-0.01,819.949,17.331,-17.331,8096.0,140.794,-140.794,4.28307,1.67777,FALSE_POSITIVE
149,47.551,0.054,-0.054,-30.747,0.053,-0.053,2458454.333,723.8345008,7.382946,0.1210206,-0.1210206,3119.298369,64.100075,-64.100075,13.1361697,1.3572621,275.2869842,8.64807,0.006,-0.006,139.212,0.7375,-0.7375,5463.0,186.0,-186.0,3.77778,1.94771,FALSE_POSITIVE
150,-0.928,0.016,-0.016,-7.491,0.024,-0.024,2460117.887,5.0061978,3.521,1.079,-1.079,6438.0,585.291,-585.291,12.4847,1188.71,1635.0,12.792,0.006,-0.006,901.517,12.7955,-12.7955,6713.0,136.4,-136.4,4.21,1.55,FALSE_POSITIVE
151,-0.864,0.038,-0.038,5.231,0.036,-0.036,2458540.862,1.5971426,3.316,0.452,-0.452,2150.0,4.4812,-4.4812,7.98964,4957.19,2337.0,12.6746,0.009,-0.009,950.218,24.6015,-24.6015,6263.0,133.6,-133.6,4.03,1.77,FALSE_POSITIVE
152,97.098,0.072,-0.072,-89.333,0.045,-0.045,2459235.707,8.8652886,3.2904518,0.5682465,-0.5682465,1699.944221,362.6764,-362.6764,4.2853969,53.9860738,691.3376127,11.8964,0.006,-0.006,203.896,1.727,-1.727,5368.0,127.01,-127.01,4.71954,0.697439,CONFIRMED
153,174.42,0.061,-0.061,45.414,0.065,-0.065,2458411.669,2.49221,1.605,0.221,-0.221,1480.0,3.7192,-3.7192,1.71311,43.3259,714.0,11.2003,0.007,-0.007,37.8932,0.0513,-0.0513,3450.0,157.0,-157.0,4.78,0.45,FALSE_POSITIVE
154,8.928,0.047,-0.047,7.102,0.05,-0.05,2460026.624,11.1972769,3.061,0.434,-0.434,1301.0,53.7906,-53.7906,2.62397,33.9923,672.0,9.36,0.006,-0.006,59.7117,0.1293,-0.1293,4953.9,107.6,-107.6,4.59,0.76,CONFIRMED
155,-2.535,0.099,-0.099,3.338,0.094,-0.094,2458518.7,2.42232,2.873,0.212,-0.212,5696.52,10.2883,-10.2883,9.49438,197.858,1044.0,10.251,0.013,-0.013,6149.76,1865.84,-1865.84,2838.0,162.0,-162.0,4.34,1.24,FALSE_POSITIVE
156,2.461,0.084,-0.084,-14.595,0.071,-0.071,2460226.956,4.0460644,5.824,1.078,-1.078,8004.0,1173.33,-1173.33,18.2851,6586.47,2509.0,10.5559,0.007,-0.007,376.658,10.8895,-10.8895,6404.0,123.1,-123.1,4.03,1.81,CONFIRMED
157,-21.982,0.048,-0.048,9.122,0.043,-0.043,2459328.033,5.547485,5.412,0.242,-0.242,3350.0,1.43696,-1.43696,11.48,3368.08,2122.0,10.4748,0.006,-0.006,521.829,6.945,-6.945,7397.0,237.3,-237.3,4.1,2.04,FALSE_POSITIVE
158,-6.257,0.031,-0.031,0.371,0.026,-0.026,2459350.857,7.4316274,3.868,0.446,-0.446,13740.0,20.9701,-20.9701,9.49438,25.9699,628.0,13.2566,0.029,-0.029,3327.99,244.17,-244.17,3505.0,222.6,-222.6,4.34,1.24,FALSE_POSITIVE
159,0.444,0.077,-0.077,-4.807,0.071,-0.071,2459198.602,0.7029205,1.325,0.204,-0.204,2480.0,3.4319,-3.4319,7.51559,5873.32,2438.0,12.0195,0.009,-0.009,675.112,21.404,-21.404,6699.0,129.5,-129.5,4.18,1.6,FALSE_POSITIVE
160,2.018,0.055,-0.055,-0.284,0.054,-0.054,2459394.279,3.7705865,3.9149764,0.3688026,-0.3688026,12789.73686,980.5863,-980.5863,15.822462,878.8827779,1388.680983,14.9767,0.007,-0.007,1898.26,111.615,-111.615,5897.0,123.0,-123.0,4.18651,1.38188,CONFIRMED
161,-1.704,0.095,-0.095,0.007,0.099,-0.099,2459867.207,7.6047417,5.23,0.542,-0.542,1200.0,65.5037,-65.5037,6.14418,2393.29,1948.0,10.4216,0.01,-0.01,516.299,21.2785,-21.2785,9139.0,167.7,-167.7,4.29,1.8,FALSE_POSITIVE
162,74.19,0.089,-0.089,40.056,0.08,-0.08,2458414.136,3.8361623,2.4128495,0.0453707,-0.0453707,5357.577493,45.253304,-45.253304,6.2369926,190.7135382,947.796565,10.7307,0.006,-0.006,122.066,0.6445,-0.6445,4910.0,131.1,-131.1,4.60108,0.84738,CONFIRMED
163,3.127,0.042,-0.042,-2.498,0.047,-0.047,2459197.209,1.476869,1.451,0.135,-0.135,2670.0,952.186,-952.186,13.2219,7685.32,2608.0,11.7919,0.008,-0.008,523.999,7.575,-7.575,6712.0,184.6,-184.6,4.28,1.37,FALSE_POSITIVE
164,-2.155,0.079,-0.079,-20.319,0.073,-0.073,2458892.511,4.3532339,3.869,0.144,-0.144,10270.0,1.16817,-1.16817,16.2509,617.309,1388.0,9.98111,0.006,-0.006,227.537,3.069,-3.069,5914.0,145.7,-145.7,4.07,1.59,CONFIRMED
165,108.439,0.074,-0.074,-82.632,0.052,-0.052,2458661.063,17.4713078,4.4284819,0.0990118,-0.0990118,1199.754148,28.872627,-28.872627,3.5766828,53.3700317,689.3568807,8.0888,0.006,-0.006,57.2651,0.18695,-0.18695,5783.54,7.82429,-7.82429,4.49925,0.974669,CONFIRMED
166,4.812,0.093,-0.093,1.212,0.081,-0.081,2458739.508,1.46329,2.431,0.355,-0.355,750.0,1.03585,-1.03585,3.54656,3541.21,2149.0,10.5027,0.006,-0.006,238.061,2.459,-2.459,6168.0,232.5,-232.5,4.29,1.28,FALSE_POSITIVE
167,-34.609,0.053,-0.053,14.667,0.057,-0.057,2459301.544,3.7039994,4.277,0.599,-0.599,7590.0,1.22092,-1.22092,17.57,3546.13,2149.0,9.6306,0.006,-0.006,300.696,3.3695,-3.3695,7013.8,299.6,-299.6,4.21,1.9,FALSE_POSITIVE
168,-3.453,0.332,-0.332,-2.91,0.269,-0.269,2459547.91,1.8354365,1.633,0.382,-0.382,310.0,1.02976,-1.02976,5.7988,6809.52,2530.0,9.4098,0.02,-0.02,650.943,82.0725,-82.0725,9758.0,344.1,-344.1,3.8,3.27,FALSE_POSITIVE
169,-65.327,0.045,-0.045,-123.081,0.033,-0.033,2460345.349,38.8135498,5.944,0.61,-0.61,9593.0,307.406,-307.406,8.20695,9.29717,486.0,9.7722,0.006,-0.006,71.6456,0.11495,-0.11495,4760.0,117.2,-117.2,4.49,0.82,CONFIRMED
170,-20.441,0.059,-0.059,1.595,0.072,-0.072,2459329.334,3.3704313,4.608,0.457,-0.457,5610.0,5.37847,-5.37847,13.6938,1466.04,1723.0,12.885,0.006,-0.006,942.122,28.733,-28.733,5765.0,132.2,-132.2,3.92,1.85,CONFIRMED
171,25.676,0.061,-0.061,-25.387,0.077,-0.077,2460205.952,10.3311664,5.626,0.278,-0.278,4577.0,78.9664,-78.9664,11.9428,253.126,1111.0,9.3935,0.006,-0.006,179.366,1.0125,-1.0125,5760.0,189.0,-189.0,3.97699,1.73,CONFIRMED
172,174.708,0.053,-0.053,10.008,0.045,-0.045,2458743.871,10.82661,6.877,0.274,-0.274,5890.0,1179.24,-1179.24,11.5303,760.667,1463.0,10.0478,0.006,-0.006,78.3164,0.1766,-0.1766,5113.0,122.4,-122.4,4.71,0.68,FALSE_POSITIVE
173,24.522,0.049,-0.049,98.034,0.045,-0.045,2458712.366,1.2284388,1.9190118,0.6503655,-0.6503655,1229.496513,129.57385,-129.57385,1.866263,118.2802346,841.1003116,10.9313,0.007,-0.007,41.9934,0.04955,-0.04955,3526.0,157.0,-157.0,4.71105,0.53023,FALSE_POSITIVE
174,19.224,0.081,-0.081,17.026,0.067,-0.067,2458543.942,4.1780637,4.3176109,0.0149425,-0.0149425,11478.1087,41.066257,-41.066257,14.6952606,703.9710193,1313.73704,9.62959,0.006,-0.006,159.507,1.2005,-1.2005,5620.0,131.1,-131.1,4.18582,1.34736,CONFIRMED
175,-2.929,0.047,-0.047,31.003,0.045,-0.045,2460083.781,51.6991421,4.371,0.822,-0.822,1339.0,41.4499,-41.4499,2.45531,2.70562,357.0,9.9059,0.006,-0.006,58.6212,0.0796,-0.0796,4504.0,168.0,-168.0,4.58833,0.72,CONFIRMED
176,-142.182,0.075,-0.075,-82.962,0.062,-0.062,2458543.405,4.6955986,2.1638721,0.2175564,-0.2175564,1969.101717,161.41327,-161.41327,2.6626375,22.0222982,552.5039779,11.7602,0.007,-0.007,64.2308,0.1799,-0.1799,3719.0,64.0,-64.0,4.76941,0.512361,CONFIRMED
177,-11.066,0.031,-0.031,0.834,0.036,-0.036,2459274.969,2.2623261,3.048,0.606,-0.606,2940.0,5.96474,-5.96474,4.86815,1819.52,1819.0,12.4698,0.006,-0.006,343.21,2.1965,-2.1965,5786.0,131.1,-131.1,4.56,0.89,FALSE_POSITIVE
178,68.76,0.048,-0.048,3.244,0.044,-0.044,2460447.127,2.3866952,2.654,0.261,-0.261,586.0,20.5893,-20.5893,9.72386,2334.78,1936.0,10.0552,0.006,-0.006,396.201,4.0995,-4.0995,5017.0,122.0,-122.0,4.34,4.73,FALSE_POSITIVE
179,-9.203,0.04,-0.04,1.901,0.042,-0.042,2460558.072,2.6915408,3.986,0.22,-0.22,7265.0,200.766,-200.766,17.4501,4392.03,2267.0,9.93225,0.006,-0.006,350.351,3.517,-3.517,6955.0,139.1,-139.1,4.04,1.96,CONFIRMED
180,33.351,0.107,-0.107,46.733,0.162,-0.162,2459175.406,1.9426003,1.0206743,0.0444889,-0.0444889,504062.3799,13167.56,-13167.56,9.49438,1076.080474,1460.76696,16.2463,0.008,-0.008,299.842,6.133,-6.133,5780.0,131.1,-131.1,4.438,1.24,FALSE_POSITIVE
181,-71.005,0.036,-0.036,-0.024,0.039,-0.039,2460583.435,4.3135263,1.874,0.533,-0.533,274.0,18.6795,-18.6795,1.17405,142.833,963.0,10.1426,0.006,-0.006,78.7415,0.11935,-0.11935,4920.0,127.0,-127.0,4.64,0.71,CONFIRMED
182,12.636,0.048,-0.048,58.17,0.041,-0.041,2459717.423,1.4200248,1.431,0.124,-0.124,23730.0,2.10693,-2.10693,12.5242,382.328,1231.0,11.8478,0.006,-0.006,185.615,0.801,-0.801,4910.0,108.354,-108.354,4.57248,0.77,CONFIRMED
183,3.131,0.04,-0.04,-11.769,0.037,-0.037,2458764.817,1.41853,2.728,0.707,-0.707,560.0,1.95042,-1.95042,3.93221,6293.46,2481.0,9.867621,0.006,-0.006,241.204,1.829,-1.829,6329.0,158.7,-158.7,4.08,1.68,FALSE_POSITIVE
